snapshot_date,origin,dest,airline,dep_date,days_to_dep,min_fare,currency
2025-03-18,BOM,BER,AI,2025-05-17,60,895.52,USD
2025-03-18,BOM,BER,EK,2025-05-17,60,764.92,USD
2025-03-18,BOM,BER,QR,2025-05-17,60,732.16,USD
2025-02-16,BOM,BER,LH,2025-05-17,90,652.82,USD
2025-02-16,BOM,BER,AI,2025-05-17,90,833.92,USD
2025-02-16,BOM,BER,EK,2025-05-17,90,805.89,USD
2025-02-16,BOM,BER,QR,2025-05-17,90,745.24,USD
2025-05-17,BOM,BER,LH,2025-05-18,1,1066.86,USD
2025-05-17,BOM,BER,AI,2025-05-18,1,935.44,USD
2025-05-17,BOM,BER,EK,2025-05-18,1,1109.89,USD
2025-05-17,BOM,BER,QR,2025-05-18,1,1042.59,USD
2025-05-15,BOM,BER,LH,2025-05-18,3,767.43,USD
2025-05-15,BOM,BER,AI,2025-05-18,3,1086.34,USD
2025-05-15,BOM,BER,EK,2025-05-18,3,796.1,USD
2025-05-15,BOM,BER,QR,2025-05-18,3,766.94,USD
2025-05-11,BOM,BER,LH,2025-05-18,7,827.48,USD
2025-05-11,BOM,BER,AI,2025-05-18,7,792,USD
2025-05-11,BOM,BER,EK,2025-05-18,7,893.64,USD
2025-05-11,BOM,BER,QR,2025-05-18,7,888.77,USD
2025-05-04,BOM,BER,LH,2025-05-18,14,640.47,USD
2025-05-04,BOM,BER,AI,2025-05-18,14,855.65,USD
2025-05-04,BOM,BER,EK,2025-05-18,14,956.14,USD
2025-05-04,BOM,BER,QR,2025-05-18,14,857.21,USD
2025-04-18,BOM,BER,LH,2025-05-18,30,681.64,USD
2025-04-18,BOM,BER,AI,2025-05-18,30,947.37,USD
2025-04-18,BOM,BER,EK,2025-05-18,30,686.01,USD
2025-04-18,BOM,BER,QR,2025-05-18,30,729.22,USD
2025-03-19,BOM,BER,LH,2025-05-18,60,792.21,USD
2025-03-19,BOM,BER,AI,2025-05-18,60,574.42,USD
2025-03-19,BOM,BER,EK,2025-05-18,60,677.54,USD
2025-03-19,BOM,BER,QR,2025-05-18,60,810.84,USD
2025-02-17,BOM,BER,LH,2025-05-18,90,714.71,USD
2025-02-17,BOM,BER,AI,2025-05-18,90,834.71,USD
2025-02-17,BOM,BER,EK,2025-05-18,90,920.39,USD
2025-02-17,BOM,BER,QR,2025-05-18,90,852.7,USD
2025-05-18,BOM,BER,LH,2025-05-19,1,860.26,USD
2025-05-18,BOM,BER,AI,2025-05-19,1,1055.24,USD
2025-05-18,BOM,BER,EK,2025-05-19,1,917.51,USD
2025-05-18,BOM,BER,QR,2025-05-19,1,1091.05,USD
2025-05-16,BOM,BER,LH,2025-05-19,3,891.51,USD
2025-05-16,BOM,BER,AI,2025-05-19,3,689.94,USD
2025-05-16,BOM,BER,EK,2025-05-19,3,968.35,USD
2025-05-16,BOM,BER,QR,2025-05-19,3,612.69,USD
2025-05-12,BOM,BER,LH,2025-05-19,7,757.43,USD
2025-05-12,BOM,BER,AI,2025-05-19,7,697.18,USD
2025-05-12,BOM,BER,EK,2025-05-19,7,790.35,USD
2025-05-12,BOM,BER,QR,2025-05-19,7,709.75,USD
2025-05-05,BOM,BER,LH,2025-05-19,14,592.82,USD
2025-05-05,BOM,BER,AI,2025-05-19,14,643.51,USD
2025-05-05,BOM,BER,EK,2025-05-19,14,715.3,USD
2025-05-05,BOM,BER,QR,2025-05-19,14,802.83,USD
2025-04-19,BOM,BER,LH,2025-05-19,30,559.89,USD
2025-04-19,BOM,BER,AI,2025-05-19,30,638.53,USD
2025-04-19,BOM,BER,EK,2025-05-19,30,610.32,USD
2025-04-19,BOM,BER,QR,2025-05-19,30,810.59,USD
2025-03-20,BOM,BER,LH,2025-05-19,60,764.52,USD
2025-03-20,BOM,BER,AI,2025-05-19,60,574.46,USD
2025-03-20,BOM,BER,EK,2025-05-19,60,529.12,USD
2025-03-20,BOM,BER,QR,2025-05-19,60,668.71,USD
2025-02-18,BOM,BER,LH,2025-05-19,90,708.85,USD
2025-02-18,BOM,BER,AI,2025-05-19,90,671.68,USD
2025-02-18,BOM,BER,EK,2025-05-19,90,765.61,USD
2025-02-18,BOM,BER,QR,2025-05-19,90,591.02,USD
2025-05-19,BOM,BER,LH,2025-05-20,1,832.28,USD
2025-05-19,BOM,BER,AI,2025-05-20,1,768.91,USD
2025-05-19,BOM,BER,EK,2025-05-20,1,690.83,USD
2025-05-19,BOM,BER,QR,2025-05-20,1,939,USD
2025-05-17,BOM,BER,LH,2025-05-20,3,647.02,USD
2025-05-17,BOM,BER,AI,2025-05-20,3,639.1,USD
2025-05-17,BOM,BER,EK,2025-05-20,3,656.8,USD
2025-05-17,BOM,BER,QR,2025-05-20,3,642.61,USD
2025-05-13,BOM,BER,LH,2025-05-20,7,750.38,USD
2025-05-13,BOM,BER,AI,2025-05-20,7,665.18,USD
2025-05-13,BOM,BER,EK,2025-05-20,7,507.48,USD
2025-05-13,BOM,BER,QR,2025-05-20,7,554.58,USD
2025-05-06,BOM,BER,LH,2025-05-20,14,685.01,USD
2025-05-06,BOM,BER,AI,2025-05-20,14,687.42,USD
2025-05-06,BOM,BER,EK,2025-05-20,14,667.2,USD
2025-05-06,BOM,BER,QR,2025-05-20,14,664.58,USD
2025-04-20,BOM,BER,LH,2025-05-20,30,879.35,USD
2025-04-20,BOM,BER,AI,2025-05-20,30,721.12,USD
2025-04-20,BOM,BER,EK,2025-05-20,30,689.15,USD
2025-04-20,BOM,BER,QR,2025-05-20,30,836.32,USD
2025-03-21,BOM,BER,LH,2025-05-20,60,706.86,USD
2025-03-21,BOM,BER,AI,2025-05-20,60,674.04,USD
2025-03-21,BOM,BER,EK,2025-05-20,60,645.78,USD
2025-03-21,BOM,BER,QR,2025-05-20,60,734.29,USD
2025-02-19,BOM,BER,LH,2025-05-20,90,704.52,USD
2025-02-19,BOM,BER,AI,2025-05-20,90,843.47,USD
2025-02-19,BOM,BER,EK,2025-05-20,90,800.36,USD
2025-02-19,BOM,BER,QR,2025-05-20,90,608.31,USD
2025-05-20,BOM,BER,LH,2025-05-21,1,931.56,USD
2025-05-20,BOM,BER,AI,2025-05-21,1,795.04,USD
2025-05-20,BOM,BER,EK,2025-05-21,1,915.7,USD
2025-05-20,BOM,BER,QR,2025-05-21,1,836.64,USD
2025-05-18,BOM,BER,LH,2025-05-21,3,656.64,USD
2025-05-18,BOM,BER,AI,2025-05-21,3,459.42,USD
2025-05-18,BOM,BER,EK,2025-05-21,3,768.94,USD
2025-05-18,BOM,BER,QR,2025-05-21,3,756.25,USD
2025-05-14,BOM,BER,LH,2025-05-21,7,574.39,USD
2025-05-14,BOM,BER,AI,2025-05-21,7,574.46,USD
2025-05-14,BOM,BER,EK,2025-05-21,7,608.29,USD
2025-05-14,BOM,BER,QR,2025-05-21,7,706.96,USD
2025-05-07,BOM,BER,LH,2025-05-21,14,644.6,USD
2025-05-07,BOM,BER,AI,2025-05-21,14,712.28,USD
2025-05-07,BOM,BER,EK,2025-05-21,14,691.54,USD
2025-05-07,BOM,BER,QR,2025-05-21,14,585.31,USD
2025-04-21,BOM,BER,LH,2025-05-21,30,689.72,USD
2025-04-21,BOM,BER,AI,2025-05-21,30,638.03,USD
2025-04-21,BOM,BER,EK,2025-05-21,30,575.43,USD
2025-04-21,BOM,BER,QR,2025-05-21,30,599.17,USD
2025-03-22,BOM,BER,LH,2025-05-21,60,676.96,USD
2025-03-22,BOM,BER,AI,2025-05-21,60,737.21,USD
2025-03-22,BOM,BER,EK,2025-05-21,60,688.97,USD
2025-03-22,BOM,BER,QR,2025-05-21,60,644.93,USD
2025-02-20,BOM,BER,LH,2025-05-21,90,619.17,USD
2025-02-20,BOM,BER,AI,2025-05-21,90,491.1,USD
2025-02-20,BOM,BER,EK,2025-05-21,90,646.7,USD
2025-02-20,BOM,BER,QR,2025-05-21,90,657.12,USD
2025-05-21,BOM,BER,LH,2025-05-22,1,871.51,USD
2025-05-21,BOM,BER,AI,2025-05-22,1,1035.34,USD
2025-05-21,BOM,BER,EK,2025-05-22,1,967.63,USD
2025-05-21,BOM,BER,QR,2025-05-22,1,945.63,USD
2025-05-19,BOM,BER,LH,2025-05-22,3,753.96,USD
2025-05-19,BOM,BER,AI,2025-05-22,3,846.88,USD
2025-05-19,BOM,BER,EK,2025-05-22,3,859.07,USD
2025-05-19,BOM,BER,QR,2025-05-22,3,817.73,USD
2025-05-15,BOM,BER,LH,2025-05-22,7,502.09,USD
2025-05-15,BOM,BER,AI,2025-05-22,7,552.08,USD
2025-05-15,BOM,BER,EK,2025-05-22,7,668.68,USD
2025-05-15,BOM,BER,QR,2025-05-22,7,711.69,USD
2025-05-08,BOM,BER,LH,2025-05-22,14,512.36,USD
2025-05-08,BOM,BER,AI,2025-05-22,14,695.07,USD
2025-05-08,BOM,BER,EK,2025-05-22,14,661.47,USD
2025-05-08,BOM,BER,QR,2025-05-22,14,647.82,USD
2025-04-22,BOM,BER,LH,2025-05-22,30,575.35,USD
2025-04-22,BOM,BER,AI,2025-05-22,30,738.65,USD
2025-04-22,BOM,BER,EK,2025-05-22,30,797.03,USD
2025-04-22,BOM,BER,QR,2025-05-22,30,712.18,USD
2025-03-23,BOM,BER,LH,2025-05-22,60,572.04,USD
2025-03-23,BOM,BER,AI,2025-05-22,60,516.28,USD
2025-03-23,BOM,BER,EK,2025-05-22,60,562.74,USD
2025-03-23,BOM,BER,QR,2025-05-22,60,525.16,USD
2025-02-21,BOM,BER,LH,2025-05-22,90,658.94,USD
2025-02-21,BOM,BER,AI,2025-05-22,90,701.65,USD
2025-02-21,BOM,BER,EK,2025-05-22,90,781.7,USD
2025-02-21,BOM,BER,QR,2025-05-22,90,692.91,USD
2025-05-22,BOM,BER,LH,2025-05-23,1,821.57,USD
2025-05-22,BOM,BER,AI,2025-05-23,1,955.82,USD
2025-05-22,BOM,BER,EK,2025-05-23,1,963.48,USD
2025-05-22,BOM,BER,QR,2025-05-23,1,1240.22,USD
2025-05-20,BOM,BER,LH,2025-05-23,3,824.62,USD
2025-05-20,BOM,BER,AI,2025-05-23,3,963.75,USD
2025-05-20,BOM,BER,EK,2025-05-23,3,964.86,USD
2025-05-20,BOM,BER,QR,2025-05-23,3,668.01,USD
2025-05-16,BOM,BER,LH,2025-05-23,7,806.33,USD
2025-05-16,BOM,BER,AI,2025-05-23,7,823.15,USD
2025-05-16,BOM,BER,EK,2025-05-23,7,866.77,USD
2025-05-16,BOM,BER,QR,2025-05-23,7,862.11,USD
2025-05-09,BOM,BER,LH,2025-05-23,14,755.86,USD
2025-05-09,BOM,BER,AI,2025-05-23,14,663.45,USD
2025-05-09,BOM,BER,EK,2025-05-23,14,657.03,USD
2025-05-09,BOM,BER,QR,2025-05-23,14,833.67,USD
2025-04-23,BOM,BER,LH,2025-05-23,30,819.04,USD
2025-04-23,BOM,BER,AI,2025-05-23,30,796.05,USD
2025-04-23,BOM,BER,EK,2025-05-23,30,784.12,USD
2025-04-23,BOM,BER,QR,2025-05-23,30,660.9,USD
2025-03-24,BOM,BER,LH,2025-05-23,60,741.55,USD
2025-03-24,BOM,BER,AI,2025-05-23,60,644.05,USD
2025-03-24,BOM,BER,EK,2025-05-23,60,712.19,USD
2025-03-24,BOM,BER,QR,2025-05-23,60,696.1,USD
2025-02-22,BOM,BER,LH,2025-05-23,90,699.71,USD
2025-02-22,BOM,BER,AI,2025-05-23,90,765.9,USD
2025-02-22,BOM,BER,EK,2025-05-23,90,684.64,USD
2025-02-22,BOM,BER,QR,2025-05-23,90,614.48,USD
2025-05-23,BOM,BER,LH,2025-05-24,1,959.18,USD
2025-05-23,BOM,BER,AI,2025-05-24,1,1093.71,USD
2025-05-23,BOM,BER,EK,2025-05-24,1,1222.94,USD
2025-05-23,BOM,BER,QR,2025-05-24,1,1041.17,USD
2025-05-21,BOM,BER,LH,2025-05-24,3,763.3,USD
2025-05-21,BOM,BER,AI,2025-05-24,3,993.89,USD
2025-05-21,BOM,BER,EK,2025-05-24,3,856.01,USD
2025-05-21,BOM,BER,QR,2025-05-24,3,601.84,USD
2025-05-17,BOM,BER,LH,2025-05-24,7,830.27,USD
2025-05-17,BOM,BER,AI,2025-05-24,7,779.3,USD
2025-05-17,BOM,BER,EK,2025-05-24,7,708.15,USD
2025-05-17,BOM,BER,QR,2025-05-24,7,963.17,USD
2025-05-10,BOM,BER,LH,2025-05-24,14,795.99,USD
2025-05-10,BOM,BER,AI,2025-05-24,14,960.42,USD
2025-05-10,BOM,BER,EK,2025-05-24,14,948.21,USD
2025-05-10,BOM,BER,QR,2025-05-24,14,752.09,USD
2025-04-24,BOM,BER,LH,2025-05-24,30,748.45,USD
2025-04-24,BOM,BER,AI,2025-05-24,30,679.49,USD
2025-04-24,BOM,BER,EK,2025-05-24,30,703.01,USD
2025-04-24,BOM,BER,QR,2025-05-24,30,610.28,USD
2025-03-25,BOM,BER,LH,2025-05-24,60,708.97,USD
2025-03-25,BOM,BER,AI,2025-05-24,60,697.39,USD
2025-03-25,BOM,BER,EK,2025-05-24,60,714.8,USD
2025-03-25,BOM,BER,QR,2025-05-24,60,619.78,USD
2025-02-23,BOM,BER,LH,2025-05-24,90,729.05,USD
2025-02-23,BOM,BER,AI,2025-05-24,90,757.56,USD
2025-02-23,BOM,BER,EK,2025-05-24,90,675.77,USD
2025-02-23,BOM,BER,QR,2025-05-24,90,744.92,USD
2025-05-24,BOM,BER,LH,2025-05-25,1,1064.31,USD
2025-05-24,BOM,BER,AI,2025-05-25,1,1032.45,USD
2025-05-24,BOM,BER,EK,2025-05-25,1,916.47,USD
2025-05-24,BOM,BER,QR,2025-05-25,1,1251.31,USD
2025-05-22,BOM,BER,LH,2025-05-25,3,844.39,USD
2025-05-22,BOM,BER,AI,2025-05-25,3,974.98,USD
2025-05-22,BOM,BER,EK,2025-05-25,3,683.37,USD
2025-05-22,BOM,BER,QR,2025-05-25,3,816.79,USD
2025-05-18,BOM,BER,LH,2025-05-25,7,783.64,USD
2025-05-18,BOM,BER,AI,2025-05-25,7,824.84,USD
2025-05-18,BOM,BER,EK,2025-05-25,7,731.89,USD
2025-05-18,BOM,BER,QR,2025-05-25,7,798.46,USD
2025-05-11,BOM,BER,LH,2025-05-25,14,620.19,USD
2025-05-11,BOM,BER,AI,2025-05-25,14,802.56,USD
2025-05-11,BOM,BER,EK,2025-05-25,14,678.88,USD
2025-05-11,BOM,BER,QR,2025-05-25,14,809.82,USD
2025-04-25,BOM,BER,LH,2025-05-25,30,835.13,USD
2025-04-25,BOM,BER,AI,2025-05-25,30,708.33,USD
2025-04-25,BOM,BER,EK,2025-05-25,30,640.24,USD
2025-04-25,BOM,BER,QR,2025-05-25,30,668.84,USD
2025-03-26,BOM,BER,LH,2025-05-25,60,734.22,USD
2025-03-26,BOM,BER,AI,2025-05-25,60,827.92,USD
2025-03-26,BOM,BER,EK,2025-05-25,60,804.92,USD
2025-03-26,BOM,BER,QR,2025-05-25,60,795.24,USD
2025-02-24,BOM,BER,LH,2025-05-25,90,851.16,USD
2025-02-24,BOM,BER,AI,2025-05-25,90,685.33,USD
2025-02-24,BOM,BER,EK,2025-05-25,90,709.11,USD
2025-02-24,BOM,BER,QR,2025-05-25,90,967.66,USD
2025-05-25,BOM,BER,LH,2025-05-26,1,953.73,USD
2025-05-25,BOM,BER,AI,2025-05-26,1,1040.89,USD
2025-05-25,BOM,BER,EK,2025-05-26,1,891.32,USD
2025-05-25,BOM,BER,QR,2025-05-26,1,960.62,USD
2025-05-23,BOM,BER,LH,2025-05-26,3,714.54,USD
2025-05-23,BOM,BER,AI,2025-05-26,3,815.79,USD
2025-05-23,BOM,BER,EK,2025-05-26,3,714.29,USD
2025-05-23,BOM,BER,QR,2025-05-26,3,1013.31,USD
2025-05-19,BOM,BER,LH,2025-05-26,7,737.59,USD
2025-05-19,BOM,BER,AI,2025-05-26,7,766.98,USD
2025-05-19,BOM,BER,EK,2025-05-26,7,821.2,USD
2025-05-19,BOM,BER,QR,2025-05-26,7,683.57,USD
2025-05-12,BOM,BER,LH,2025-05-26,14,651.53,USD
2025-05-12,BOM,BER,AI,2025-05-26,14,715.03,USD
2025-05-12,BOM,BER,EK,2025-05-26,14,621.82,USD
2025-05-12,BOM,BER,QR,2025-05-26,14,728.7,USD
2025-04-26,BOM,BER,LH,2025-05-26,30,736.65,USD
2025-04-26,BOM,BER,AI,2025-05-26,30,591.35,USD
2025-04-26,BOM,BER,EK,2025-05-26,30,741.9,USD
2025-04-26,BOM,BER,QR,2025-05-26,30,677.72,USD
2025-03-27,BOM,BER,LH,2025-05-26,60,560.82,USD
2025-03-27,BOM,BER,AI,2025-05-26,60,513.31,USD
2025-03-27,BOM,BER,EK,2025-05-26,60,559.74,USD
2025-03-27,BOM,BER,QR,2025-05-26,60,593.55,USD
2025-02-25,BOM,BER,LH,2025-05-26,90,596.66,USD
2025-02-25,BOM,BER,AI,2025-05-26,90,694.75,USD
2025-02-25,BOM,BER,EK,2025-05-26,90,659.21,USD
2025-02-25,BOM,BER,QR,2025-05-26,90,646.54,USD
2025-05-26,BOM,BER,LH,2025-05-27,1,859.23,USD
2025-05-26,BOM,BER,AI,2025-05-27,1,790.73,USD
2025-05-26,BOM,BER,EK,2025-05-27,1,1022.04,USD
2025-05-26,BOM,BER,QR,2025-05-27,1,1058.12,USD
2025-05-24,BOM,BER,LH,2025-05-27,3,742.57,USD
2025-05-24,BOM,BER,AI,2025-05-27,3,690.13,USD
2025-05-24,BOM,BER,EK,2025-05-27,3,582.74,USD
2025-05-24,BOM,BER,QR,2025-05-27,3,744.53,USD
2025-05-20,BOM,BER,LH,2025-05-27,7,628.56,USD
2025-05-20,BOM,BER,AI,2025-05-27,7,599.74,USD
2025-05-20,BOM,BER,EK,2025-05-27,7,1037.73,USD
2025-05-20,BOM,BER,QR,2025-05-27,7,852.25,USD
2025-05-13,BOM,BER,LH,2025-05-27,14,716.13,USD
2025-05-13,BOM,BER,AI,2025-05-27,14,667.07,USD
2025-05-13,BOM,BER,EK,2025-05-27,14,513.6,USD
2025-05-13,BOM,BER,QR,2025-05-27,14,726.31,USD
2025-04-27,BOM,BER,LH,2025-05-27,30,665.08,USD
2025-04-27,BOM,BER,AI,2025-05-27,30,609.16,USD
2025-04-27,BOM,BER,EK,2025-05-27,30,565.64,USD
2025-04-27,BOM,BER,QR,2025-05-27,30,692.92,USD
2025-03-28,BOM,BER,LH,2025-05-27,60,626.42,USD
2025-03-28,BOM,BER,AI,2025-05-27,60,575.72,USD
2025-03-28,BOM,BER,EK,2025-05-27,60,712.63,USD
2025-03-28,BOM,BER,QR,2025-05-27,60,596.23,USD
2025-02-26,BOM,BER,LH,2025-05-27,90,638.01,USD
2025-02-26,BOM,BER,AI,2025-05-27,90,627.98,USD
2025-02-26,BOM,BER,EK,2025-05-27,90,658.53,USD
2025-02-26,BOM,BER,QR,2025-05-27,90,553.02,USD
2025-05-27,BOM,BER,LH,2025-05-28,1,862.35,USD
2025-05-27,BOM,BER,AI,2025-05-28,1,1000.59,USD
2025-05-27,BOM,BER,EK,2025-05-28,1,1000.37,USD
2025-05-27,BOM,BER,QR,2025-05-28,1,774.31,USD
2025-05-25,BOM,BER,LH,2025-05-28,3,591.86,USD
2025-05-25,BOM,BER,AI,2025-05-28,3,851,USD
2025-05-25,BOM,BER,EK,2025-05-28,3,756.44,USD
2025-05-25,BOM,BER,QR,2025-05-28,3,895.34,USD
2025-05-21,BOM,BER,LH,2025-05-28,7,574.29,USD
2025-05-21,BOM,BER,AI,2025-05-28,7,716.22,USD
2025-05-21,BOM,BER,EK,2025-05-28,7,733.9,USD
2025-05-21,BOM,BER,QR,2025-05-28,7,737.16,USD
2025-05-14,BOM,BER,LH,2025-05-28,14,509.31,USD
2025-05-14,BOM,BER,AI,2025-05-28,14,683.27,USD
2025-05-14,BOM,BER,EK,2025-05-28,14,691.64,USD
2025-05-14,BOM,BER,QR,2025-05-28,14,794.22,USD
2025-04-28,BOM,BER,LH,2025-05-28,30,630.64,USD
2025-04-28,BOM,BER,AI,2025-05-28,30,642.9,USD
2025-04-28,BOM,BER,EK,2025-05-28,30,774.7,USD
2025-04-28,BOM,BER,QR,2025-05-28,30,674.45,USD
2025-03-29,BOM,BER,LH,2025-05-28,60,673.35,USD
2025-03-29,BOM,BER,AI,2025-05-28,60,591.88,USD
2025-03-29,BOM,BER,EK,2025-05-28,60,579.9,USD
2025-03-29,BOM,BER,QR,2025-05-28,60,659.51,USD
2025-02-27,BOM,BER,LH,2025-05-28,90,744.32,USD
2025-02-27,BOM,BER,AI,2025-05-28,90,719.69,USD
2025-02-27,BOM,BER,EK,2025-05-28,90,686.43,USD
2025-02-27,BOM,BER,QR,2025-05-28,90,674.11,USD
2025-05-28,BOM,BER,LH,2025-05-29,1,825.89,USD
2025-05-28,BOM,BER,AI,2025-05-29,1,873.54,USD
2025-05-28,BOM,BER,EK,2025-05-29,1,927.85,USD
2025-05-28,BOM,BER,QR,2025-05-29,1,778.72,USD
2025-05-26,BOM,BER,LH,2025-05-29,3,635.31,USD
2025-05-26,BOM,BER,AI,2025-05-29,3,801.63,USD
2025-05-26,BOM,BER,EK,2025-05-29,3,737.13,USD
2025-05-26,BOM,BER,QR,2025-05-29,3,584.23,USD
2025-05-22,BOM,BER,LH,2025-05-29,7,601.91,USD
2025-05-22,BOM,BER,AI,2025-05-29,7,837.67,USD
2025-05-22,BOM,BER,EK,2025-05-29,7,658.5,USD
2025-05-22,BOM,BER,QR,2025-05-29,7,673.83,USD
2025-05-15,BOM,BER,LH,2025-05-29,14,543.81,USD
2025-05-15,BOM,BER,AI,2025-05-29,14,603.56,USD
2025-05-15,BOM,BER,EK,2025-05-29,14,626.14,USD
2025-05-15,BOM,BER,QR,2025-05-29,14,571.42,USD
2025-04-29,BOM,BER,LH,2025-05-29,30,682.75,USD
2025-04-29,BOM,BER,AI,2025-05-29,30,750.32,USD
2025-04-29,BOM,BER,EK,2025-05-29,30,805.63,USD
2025-04-29,BOM,BER,QR,2025-05-29,30,665.41,USD
2025-03-30,BOM,BER,LH,2025-05-29,60,717.3,USD
2025-03-30,BOM,BER,AI,2025-05-29,60,690.43,USD
2025-03-30,BOM,BER,EK,2025-05-29,60,608.36,USD
2025-03-30,BOM,BER,QR,2025-05-29,60,697.07,USD
2025-02-28,BOM,BER,LH,2025-05-29,90,555.23,USD
2025-02-28,BOM,BER,AI,2025-05-29,90,516.66,USD
2025-02-28,BOM,BER,EK,2025-05-29,90,658.97,USD
2025-02-28,BOM,BER,QR,2025-05-29,90,681.14,USD
2025-05-29,BOM,BER,LH,2025-05-30,1,1297.41,USD
2025-05-29,BOM,BER,AI,2025-05-30,1,886.24,USD
2025-05-29,BOM,BER,EK,2025-05-30,1,1178.87,USD
2025-05-29,BOM,BER,QR,2025-05-30,1,950.99,USD
2025-05-27,BOM,BER,LH,2025-05-30,3,842.14,USD
2025-05-27,BOM,BER,AI,2025-05-30,3,925.72,USD
2025-05-27,BOM,BER,EK,2025-05-30,3,960.79,USD
2025-05-27,BOM,BER,QR,2025-05-30,3,885,USD
2025-05-23,BOM,BER,LH,2025-05-30,7,801.7,USD
2025-05-23,BOM,BER,AI,2025-05-30,7,819.58,USD
2025-05-23,BOM,BER,EK,2025-05-30,7,610.92,USD
2025-05-23,BOM,BER,QR,2025-05-30,7,796.53,USD
2025-05-16,BOM,BER,LH,2025-05-30,14,716.92,USD
2025-05-16,BOM,BER,AI,2025-05-30,14,858.82,USD
2025-05-16,BOM,BER,EK,2025-05-30,14,735.22,USD
2025-05-16,BOM,BER,QR,2025-05-30,14,786.2,USD
2025-04-30,BOM,BER,LH,2025-05-30,30,894.66,USD
2025-04-30,BOM,BER,AI,2025-05-30,30,821.94,USD
2025-04-30,BOM,BER,EK,2025-05-30,30,944.55,USD
2025-04-30,BOM,BER,QR,2025-05-30,30,756.51,USD
2025-03-31,BOM,BER,LH,2025-05-30,60,886.64,USD
2025-03-31,BOM,BER,AI,2025-05-30,60,844.69,USD
2025-03-31,BOM,BER,EK,2025-05-30,60,901.28,USD
2025-03-31,BOM,BER,QR,2025-05-30,60,922.67,USD
2025-03-01,BOM,BER,LH,2025-05-30,90,939.98,USD
2025-03-01,BOM,BER,AI,2025-05-30,90,835.92,USD
2025-03-01,BOM,BER,EK,2025-05-30,90,716.7,USD
2025-03-01,BOM,BER,QR,2025-05-30,90,613.31,USD
2025-05-30,BOM,BER,LH,2025-05-31,1,1022.42,USD
2025-05-30,BOM,BER,AI,2025-05-31,1,922.74,USD
2025-05-30,BOM,BER,EK,2025-05-31,1,1155.35,USD
2025-05-30,BOM,BER,QR,2025-05-31,1,855.58,USD
2025-05-28,BOM,BER,LH,2025-05-31,3,855.08,USD
2025-05-28,BOM,BER,AI,2025-05-31,3,731.61,USD
2025-05-28,BOM,BER,EK,2025-05-31,3,676.37,USD
2025-05-28,BOM,BER,QR,2025-05-31,3,867.2,USD
2025-05-24,BOM,BER,LH,2025-05-31,7,788.51,USD
2025-05-24,BOM,BER,AI,2025-05-31,7,701.53,USD
2025-05-24,BOM,BER,EK,2025-05-31,7,914.76,USD
2025-05-24,BOM,BER,QR,2025-05-31,7,782.9,USD
2025-05-17,BOM,BER,LH,2025-05-31,14,738.38,USD
2025-05-17,BOM,BER,AI,2025-05-31,14,787.13,USD
2025-05-17,BOM,BER,EK,2025-05-31,14,897.83,USD
2025-05-17,BOM,BER,QR,2025-05-31,14,864.08,USD
2025-05-01,BOM,BER,LH,2025-05-31,30,825.51,USD
2025-05-01,BOM,BER,AI,2025-05-31,30,761.6,USD
2025-05-01,BOM,BER,EK,2025-05-31,30,667.87,USD
2025-05-01,BOM,BER,QR,2025-05-31,30,623.42,USD
2025-04-01,BOM,BER,LH,2025-05-31,60,617.21,USD
2025-04-01,BOM,BER,AI,2025-05-31,60,783.77,USD
2025-04-01,BOM,BER,EK,2025-05-31,60,698.01,USD
2025-04-01,BOM,BER,QR,2025-05-31,60,819.21,USD
2025-03-02,BOM,BER,LH,2025-05-31,90,692.64,USD
2025-03-02,BOM,BER,AI,2025-05-31,90,640.93,USD
2025-03-02,BOM,BER,EK,2025-05-31,90,722.03,USD
2025-03-02,BOM,BER,QR,2025-05-31,90,643.55,USD
2025-05-31,BOM,BER,LH,2025-06-01,1,974.84,USD
2025-05-31,BOM,BER,AI,2025-06-01,1,1236.08,USD
2025-05-31,BOM,BER,EK,2025-06-01,1,1129.8,USD
2025-05-31,BOM,BER,QR,2025-06-01,1,924.59,USD
2025-05-29,BOM,BER,LH,2025-06-01,3,1029.29,USD
2025-05-29,BOM,BER,AI,2025-06-01,3,659.06,USD
2025-05-29,BOM,BER,EK,2025-06-01,3,814.44,USD
2025-05-29,BOM,BER,QR,2025-06-01,3,1082.08,USD
2025-05-25,BOM,BER,LH,2025-06-01,7,791.81,USD
2025-05-25,BOM,BER,AI,2025-06-01,7,937.15,USD
2025-05-25,BOM,BER,EK,2025-06-01,7,778.12,USD
2025-05-25,BOM,BER,QR,2025-06-01,7,892.31,USD
2025-05-18,BOM,BER,LH,2025-06-01,14,884.39,USD
2025-05-18,BOM,BER,AI,2025-06-01,14,671,USD
2025-05-18,BOM,BER,EK,2025-06-01,14,766.87,USD
2025-05-18,BOM,BER,QR,2025-06-01,14,782.91,USD
2025-05-02,BOM,BER,LH,2025-06-01,30,893.86,USD
2025-05-02,BOM,BER,AI,2025-06-01,30,818.18,USD
2025-05-02,BOM,BER,EK,2025-06-01,30,796.51,USD
2025-05-02,BOM,BER,QR,2025-06-01,30,728.91,USD
2025-04-02,BOM,BER,LH,2025-06-01,60,692.06,USD
2025-04-02,BOM,BER,AI,2025-06-01,60,630,USD
2025-04-02,BOM,BER,EK,2025-06-01,60,899.46,USD
